Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","192","Cuba","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","192","Cuba","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","196","Cyprus","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","203","Czechia","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","5.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","203","Czechia","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","5","E","Estimated value",""
"FS","Suite of Food Security Indicators","203","Czechia","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","5.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","408","Democratic People's Republic of Korea","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","72.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","180","Democratic Republic of the Congo","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","208","Denmark","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","5.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","208","Denmark","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","4.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","208","Denmark","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","6.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","262","Djibouti","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","49.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","262","Djibouti","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","49.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","262","Djibouti","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","49.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","212","Dominica","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","212","Dominica","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","212","Dominica","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","214","Dominican Republic","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","36.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","52","E","Estimated value",""
"FS","Suite of Food Security Indicators","218","Ecuador","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","59.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","27.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","23.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","26.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","222","El Salvador","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","46.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","222","El Salvador","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","39","E","Estimated value",""
"FS","Suite of Food Security Indicators","222","El Salvador","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","49.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","226","Equatorial Guinea","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","232","Eritrea","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","232","Eritrea","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","232","Eritrea","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","233","Estonia","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","7.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","233","Estonia","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","233","Estonia","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","8.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","748","Eswatini","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","67","E","Estimated value",""
"FS","Suite of Food Security Indicators","748","Eswatini","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","66.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","748","Eswatini","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","67.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","56.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","57.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","231","Ethiopia","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","54.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","242","Fiji","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","19.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","242","Fiji","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","242","Fiji","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","246","Finland","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","8.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","246","Finland","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","7.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","246","Finland","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","10.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","250","France","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","5.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","250","France","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","6.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","250","France","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","5.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","258","French Polynesia","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","258","French Polynesia","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","258","French Polynesia","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","266","Gabon","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","266","Gabon","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","266","Gabon","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","270","Gambia","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","58","E","Estimated value",""
"FS","Suite of Food Security Indicators","270","Gambia","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","59.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","270","Gambia","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","56.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","38.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","35.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","268","Georgia","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","41","E","Estimated value",""
"FS","Suite of Food Security Indicators","276","Germany","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","3.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","276","Germany","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","3.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","276","Germany","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","3.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","288","Ghana","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","36.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","288","Ghana","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","39.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","288","Ghana","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","43.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","300","Greece","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","6.8","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","300","Greece","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","13.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","300","Greece","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","16.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","304","Greenland","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","304","Greenland","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","304","Greenland","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","308","Grenada","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","22.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","308","Grenada","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","308","Grenada","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","320","Guatemala","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","55.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","320","Guatemala","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","40.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","320","Guatemala","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","49.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","324","Guinea","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","73.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","324","Guinea","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","71.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","324","Guinea","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","73.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","75","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","624","Guinea-Bissau","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","328","Guyana","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","328","Guyana","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","328","Guyana","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","332","Haiti","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","82.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","332","Haiti","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","82.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","332","Haiti","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","82.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","340","Honduras","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","49.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","340","Honduras","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","53.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","340","Honduras","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","61.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","348","Hungary","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","10.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","348","Hungary","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","9.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","348","Hungary","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","12","E","Estimated value",""
"FS","Suite of Food Security Indicators","352","Iceland","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","6.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","352","Iceland","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","6.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","352","Iceland","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","7","E","Estimated value",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","356","India","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","42.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","360","Indonesia","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","42.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","42.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","41.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","39.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","368","Iraq","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","372","Ireland","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","6.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","372","Ireland","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","6.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","372","Ireland","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","14.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","8.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","376","Israel","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","7.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","6.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","5.4","E","Estimated value",""
"FS","Suite of Food Security Indicators","380","Italy","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","5.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","388","Jamaica","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","50.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","388","Jamaica","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","44.5","E","Estimated value",""
"FS","Suite of Food Security Indicators","388","Jamaica","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","54.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","392","Japan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","3.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","392","Japan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","4.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","392","Japan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","2.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","400","Jordan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","43","E","Estimated value",""
"FS","Suite of Food Security Indicators","400","Jordan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","41.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","400","Jordan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","39","E","Estimated value",""
"FS","Suite of Food Security Indicators","398","Kazakhstan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","2.7","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","398","Kazakhstan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","13","E","Estimated value",""
"FS","Suite of Food Security Indicators","398","Kazakhstan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","14","E","Estimated value",""
"FS","Suite of Food Security Indicators","404","Kenya","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","69.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","404","Kenya","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","72.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","404","Kenya","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","82.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","296","Kiribati","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","41","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","296","Kiribati","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
"FS","Suite of Food Security Indicators","296","Kiribati","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","","O","Missing value",""
